event_ticker,event_title,away_team,home_team,game_classification
KXNCAAMBGAME-26MAR11PVCOOK,Prairie View A&M at Bethune-Cookman,Prairie View A&M,Bethune-Cookman,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07ASUISU,Arizona St. at Iowa St.,Arizona St.,Iowa St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB01IOWAORE,Iowa at Oregon,Iowa,Oregon,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10VILLMARQ,Villanova at Marquette,Villanova,Marquette,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB03SLUDAV,Saint Louis at Davidson,Saint Louis,Davidson,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21PACGONZ,Pacific at Gonzaga,Pacific,Gonzaga,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB13OHIOMOH,Ohio at Miami (OH),Ohio,Miami (Ohio),mixed_one_mm_one_not
KXNCAAMBGAME-26FEB24DUKEND,Duke at Notre Dame,Duke,Notre Dame,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB25USUSDSU,Utah St. at San Diego St.,Utah St.,San Diego St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR06WEBBHP,Gardner-Webb at High Point,Gardner-Webb,High Point,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14LSUTENN,LSU at Tennessee,LSU,Tennessee,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17PURUSC,Purdue at USC,Purdue,USC,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31AUBTENN,Auburn at Tennessee,Auburn,Tennessee,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB24MIAFSU,Miami (FL) at Florida St.,Miami (FL),Florida St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10KUWVU,Kansas at West Virginia,Kansas,West Virginia,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31TEXOKLA,Texas at Oklahoma,Texas,Oklahoma,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14WVUUCF,West Virginia at UCF,West Virginia,UCF,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB18KENNMOSU,Kennesaw St. at Missouri St.,Kennesaw St.,Missouri St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14AUBARK,Auburn at Arkansas,Auburn,Arkansas,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB04USUUNM,Utah St. at New Mexico,Utah St.,New Mexico,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14SJUPROV,St. John's at Providence,St. John's,Providence,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31CONNCREI,UConn at Creighton,UConn,Creighton,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10HOUBAY,Houston at Baylor,Houston,Baylor,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR13SCSTHOW,South Carolina St. at Howard,South Carolina St.,Howard,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB25MDNEB,Maryland at Nebraska,Maryland,Nebraska,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN27PROVCONN,Providence at UConn,Providence,UConn,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24SFGONZ,San Francisco at Gonzaga,San Francisco,Gonzaga,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB02MCNSSFA,McNeese at Stephen F. Austin,McNeese,Stephen F. Austin,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN07CALUVA,California at Virginia,California,Virginia,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24KUKSU,Kansas at Kansas St.,Kansas,Kansas St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB08TTUWVU,Texas Tech at West Virginia,Texas Tech,West Virginia,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR13GTWNCONN,Georgetown at UConn,Georgetown,UConn,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB18KUOKST,Kansas at Oklahoma St.,Kansas,Oklahoma St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR04VILLDEP,Villanova at DePaul,Villanova,DePaul,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB26BRYUMBC,Bryant at UMBC,Bryant,UMBC,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07BAYISU,Baylor at Iowa St.,Baylor,Iowa St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07STANNCST,Stanford at North Carolina St.,Stanford,NC State,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB12UMBCME,UMBC at Maine,UMBC,Maine,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR06VCUDAY,VCU at Dayton,VCU,Dayton,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31SDSUUSU,San Diego St. at Utah St.,San Diego St.,Utah St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB18MISSTXAM,Ole Miss at Texas A&M,Ole Miss,Texas A&M,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17NEBNW,Nebraska at Northwestern,Nebraska,Northwestern,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB08UNCGFUR,UNC Greensboro at Furman,UNC Greensboro,Furman,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN13WISMINN,Wisconsin at Minnesota,Wisconsin,Minnesota,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN14NEVUSU,Nevada at Utah St.,Nevada,Utah St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17USUGC,Utah St. at Grand Canyon,Utah St.,Grand Canyon,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB18ETSUFUR,East Tennessee St. at Furman,East Tennessee St.,Furman,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR12OKLATXAM,Oklahoma at Texas A&M,Oklahoma,Texas A&M,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN22WISPSU,Wisconsin at Penn St.,Wisconsin,Penn St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN20OKSTTCU,Oklahoma St. at TCU,Oklahoma St.,TCU,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07QUCPEAY,Queens University at Austin Peay,Queens (N.C.),Austin Peay,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB23UTRGVMCNS,UT Rio Grande Valley at McNeese,UT Rio Grande Valley,McNeese,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10WAKEUNC,Wake Forest at North Carolina,Wake Forest,North Carolina,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31DUKEVT,Duke at Virginia Tech,Duke,Virginia Tech,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07LASSLU,La Salle at Saint Louis,La Salle,Saint Louis,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14LOUBAY,Louisville at Baylor,Louisville,Baylor,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21IDHOSAC,Idaho at Sacramento St.,Idaho,Sacramento St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17TCUUTAH,TCU at Utah,TCU,Utah,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17MSUWASH,Michigan St. at Washington,Michigan St.,Washington,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN07MIAWAKE,Miami (FL) at Wake Forest,Miami (FL),Wake Forest,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN27GWSLU,George Washington at Saint Louis,George Washington,Saint Louis,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14CBUUTU,California Baptist at Utah Tech,Cal Baptist,Utah Tech,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB10HOUUTAH,Houston at Utah,Houston,Utah,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB28NEBUSC,Nebraska at USC,Nebraska,USC,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR05RUTGMSU,Rutgers at Michigan St.,Rutgers,Michigan St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07SYRUVA,Syracuse at Virginia,Syracuse,Virginia,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN09MOHTOL,Miami (OH) at Toledo,Miami (Ohio),Toledo,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB24UKSCAR,Kentucky at South Carolina,Kentucky,South Carolina,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB24SLUDAY,Saint Louis at Dayton,Saint Louis,Dayton,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB27ULMTROY,Louisiana-Monroe at Troy,Louisiana-Monroe,Troy,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10GTMIA,Georgia Tech at Miami (FL),Georgia Tech,Miami (FL),mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21UCFUTAH,UCF at Utah,UCF,Utah,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14HAWCSN,Hawai'i at Cal State Northridge,Hawaii,Cal State Northridge,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31NIUMOH,Northern Illinois at Miami (OH),Northern Illinois,Miami (Ohio),mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21ALALSU,Alabama at LSU,Alabama,LSU,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR03GTWNSJU,Georgetown at St. John's,Georgetown,St. John's,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07GONZORST,Gonzaga at Oregon St.,Gonzaga,Oregon St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN15UMBCBRY,UMBC at Bryant,UMBC,Bryant,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10MSSTUK,Mississippi St. at Kentucky,Mississippi St.,Kentucky,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB06DAYVCU,Dayton at VCU,Dayton,VCU,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN07FURCHAT,Furman at Chattanooga,Furman,Chattanooga,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR12RUTGUCLA,Rutgers at UCLA,Rutgers,UCLA,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14LIUNHC,LIU at New Haven,Long Island,New Haven,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN13CONNHALL,UConn at Seton Hall,UConn,Seton Hall,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN27MASSMOH,UMass at Miami (OH),UMass,Miami (Ohio),mixed_one_mm_one_not
KXNCAAMBGAME-26FEB28COLOHOU,Colorado at Houston,Colorado,Houston,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB02SYRUNC,Syracuse at North Carolina,Syracuse,North Carolina,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10OKLATXAM,Oklahoma at Texas A&M,Oklahoma,Texas A&M,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB26LIBKENN,Liberty at Kennesaw St.,Liberty,Kennesaw St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR08FAIRSIE,Fairfield at Siena,Fairfield,Siena,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR13PVAAMU,Prairie View A&M at Alabama A&M,Prairie View A&M,Alabama A&M,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07AUBALA,Auburn at Alabama,Auburn,Alabama,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB12HOFCOFC,Hofstra at Charleston,Hofstra,Charleston,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB11CONNBUT,UConn at Butler,UConn,Butler,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN08HOFTOWS,Hofstra at Towson,Hofstra,Towson,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN14AUBMIZZ,Auburn at Missouri,Auburn,Missouri,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB04NDLOU,Notre Dame at Louisville,Notre Dame,Louisville,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21FLAMISS,Florida at Ole Miss,Florida,Ole Miss,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN20MOHKENT,Miami (OH) at Kent St.,Miami (Ohio),Kent St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR05USFMEM,South Florida at Memphis,South Florida,Memphis,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR04LCHISLU,Loyola Chicago at Saint Louis,Loyola Chicago,Saint Louis,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB03BCDUKE,Boston College at Duke,Boston College,Duke,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB24CINTTU,Cincinnati at Texas Tech,Cincinnati,Texas Tech,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB12DETWRST,Detroit Mercy at Wright St.,Detroit Mercy,Wright St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN23SLUSBON,Saint Louis at St. Bonaventure,Saint Louis,St. Bonaventure,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07MISSTEX,Ole Miss at Texas,Ole Miss,Texas,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07OKSTARIZ,Oklahoma St. at Arizona,Oklahoma St.,Arizona,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14CORPENN,Cornell at Penn,Cornell,Penn,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR11ASUISU,Arizona St. at Iowa St.,Arizona St.,Iowa St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR03TOLMOH,Toledo at Miami (OH),Toledo,Miami (Ohio),mixed_one_mm_one_not
KXNCAAMBGAME-26FEB08UCFCIN,UCF at Cincinnati,UCF,Cincinnati,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR06UCFWVU,UCF at West Virginia,UCF,West Virginia,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14MEMUSU,Memphis at Utah St.,Memphis,Utah St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB03SCARTEX,South Carolina at Texas,South Carolina,Texas,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR13KENTAKR,Kent St. at Akron,Kent St.,Akron,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10VCUGMU,VCU at George Mason,VCU,George Mason,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24WAKEDUKE,Wake Forest at Duke,Wake Forest,Duke,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07ARKMSST,Arkansas at Mississippi St.,Arkansas,Mississippi St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21WVUTCU,West Virginia at TCU,West Virginia,TCU,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR12KENNWKU,Kennesaw St. at Western Kentucky,Kennesaw St.,Western Kentucky,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31UVABC,Virginia at Boston College,Virginia,Boston College,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN07USFUNT,South Florida at North Texas,South Florida,North Texas,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR03TENNSCAR,Tennessee at South Carolina,Tennessee,South Carolina,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB28DUQSLU,Duquesne at Saint Louis,Duquesne,Saint Louis,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB11PEPPSMC,Pepperdine at Saint Mary's,Pepperdine,Saint Mary's,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN20FSUMIA,Florida St. at Miami (FL),Florida St.,Miami (FL),mixed_one_mm_one_not
KXNCAAMBGAME-26JAN13INDMSU,Indiana at Michigan St.,Indiana,Michigan St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB01TCUCOLO,TCU at Colorado,TCU,Colorado,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24FSUSMU,Florida St. at SMU,Florida St.,SMU,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB02HOWCOPP,Howard at Coppin St.,Howard,Coppin St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB10FRESUSU,Fresno St. at Utah St.,Fresno St.,Utah St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21TXAMOKLA,Texas A&M at Oklahoma,Texas A&M,Oklahoma,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10USFTLSA,South Florida at Tulsa,South Florida,Tulsa,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR06PENNBRWN,Penn at Brown,Penn,Brown,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17BUFFMOH,Buffalo at Miami (OH),Buffalo,Miami (Ohio),mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07MOHMRSH,Miami (OH) at Marshall,Miami (Ohio),Marshall,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN13SMCSF,Saint Mary's at San Francisco,Saint Mary's,San Francisco,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07INDOSU,Indiana at Ohio St.,Indiana,Ohio St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17IOWAIND,Iowa at Indiana,Iowa,Indiana,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR06NIUAKR,Northern Illinois at Akron,Northern Illinois,Akron,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07VTUVA,Virginia Tech at Virginia,Virginia Tech,Virginia,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14TROYUSM,Troy at Southern Miss,Troy,Southern Miss,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN18ASUHOU,Arizona St. at Houston,Arizona St.,Houston,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07UGALSU,Georgia at LSU,Georgia,LSU,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07FURSAM,Furman at Samford,Furman,Samford,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN29WASHILL,Washington at Illinois,Washington,Illinois,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN14MICHWASH,Michigan at Washington,Michigan,Washington,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB24BUFFAKR,Buffalo at Akron,Buffalo,Akron,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24NCSTPITT,North Carolina St. at Pittsburgh,NC State,Pittsburgh,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07LOUWAKE,Louisville at Wake Forest,Louisville,Wake Forest,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17MIZZLSU,Missouri at LSU,Missouri,LSU,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR02COPPHOW,Coppin St. at Howard,Coppin St.,Howard,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB26JKSTPV,Jackson St. at Prairie View A&M,Jackson St.,Prairie View A&M,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB19LINWTNST,Lindenwood at Tennessee St.,Lindenwood,Tennessee St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB10NDSMU,Notre Dame at SMU,Notre Dame,SMU,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB12TNSTUSI,Tennessee St. at Southern Indiana,Tennessee St.,Southern Indiana,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN29COLOISU,Colorado at Iowa St.,Colorado,Iowa St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB04HALLVILL,Seton Hall at Villanova,Seton Hall,Villanova,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB27DARTPENN,Dartmouth at Penn,Dartmouth,Penn,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN20TTUBAY,Texas Tech at Baylor,Texas Tech,Baylor,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB03MISSTENN,Ole Miss at Tennessee,Ole Miss,Tennessee,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31CBUUTA,California Baptist at UT Arlington,Cal Baptist,UT Arlington,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14NWNEB,Northwestern at Nebraska,Northwestern,Nebraska,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN07ISUBAY,Iowa St. at Baylor,Iowa St.,Baylor,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17GONZSEA,Gonzaga at Seattle,Gonzaga,Seattle,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB12UNIBEL,Northern Iowa at Belmont,Northern Iowa,Belmont,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21SMCWSU,Saint Mary's at Washington St.,Saint Mary's,Washington St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR04CHSLIU,Chicago St. at LIU,Chicago St.,Long Island,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07KENNNMSU,Kennesaw St. at New Mexico St.,Kennesaw St.,New Mexico St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB09YALEHOW,Yale at Howard,Yale,Howard,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07UNMUSU,New Mexico at Utah St.,New Mexico,Utah St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN23CSBHAW,Cal State Bakersfield at Hawai'i,Cal State Bakersfield,Hawaii,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB18TROYULM,Troy at Louisiana-Monroe,Troy,Louisiana-Monroe,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB09UNIMURR,Northern Iowa at Murray St.,Northern Iowa,Murray St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB13QUINSIE,Quinnipiac at Siena,Quinnipiac,Siena,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB28WISWASH,Wisconsin at Washington,Wisconsin,Washington,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN14ILLNW,Illinois at Northwestern,Illinois,Northwestern,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB18NDSUSDST,North Dakota St. at South Dakota St.,North Dakota St.,South Dakota St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB28TCUKSU,TCU at Kansas St.,TCU,Kansas St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN14UCLAPSU,UCLA at Penn St.,UCLA,Penn St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN27TNTCTNST,Tennessee Tech at Tennessee St.,Tennessee Tech,Tennessee St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR12NWPUR,Northwestern at Purdue,Northwestern,Purdue,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB28HARVPENN,Harvard at Penn,Harvard,Penn,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR10MASSLUMBC,UMass Lowell at UMBC,UMass Lowell,UMBC,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN28BUTSJU,Butler at St. John's,Butler,St. John's,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07SMUFSU,SMU at Florida St.,SMU,Florida St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07NEBRUTG,Nebraska at Rutgers,Nebraska,Rutgers,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB11SEASCU,Seattle at Santa Clara,Seattle,Santa Clara,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07UNIBRAD,Northern Iowa at Bradley,Northern Iowa,Bradley,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN06UCFOKST,UCF at Oklahoma St.,UCF,Oklahoma St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR03MIZZOKLA,Missouri at Oklahoma,Missouri,Oklahoma,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21CREISJU,Creighton at St. John's,Creighton,St. John's,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR12UNLVUSU,UNLV at Utah St.,UNLV,Utah St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN13BCCLEM,Boston College at Clemson,Boston College,Clemson,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN22USFUAB,South Florida at UAB,South Florida,UAB,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN13ALAMSST,Alabama at Mississippi St.,Alabama,Mississippi St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB21PENNYALE,Penn at Yale,Penn,Yale,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB09HCUMCNS,Houston Christian at McNeese,Houston Christian,McNeese,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14SCARALA,South Carolina at Alabama,South Carolina,Alabama,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB04OKLAUK,Oklahoma at Kentucky,Oklahoma,Kentucky,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07VTNCST,Virginia Tech at North Carolina St.,Virginia Tech,NC State,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB04UTSAUSF,UTSA at South Florida,UTSA,South Florida,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB18OKLATENN,Oklahoma at Tennessee,Oklahoma,Tennessee,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24SMCPORT,Saint Mary's at Portland,Saint Mary's,Portland,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR12PROVSJU,Providence at St. John's,Providence,St. John's,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14SHSUKENN,Sam Houston at Kennesaw St.,Sam Houston,Kennesaw St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10STANUVA,Stanford at Virginia,Stanford,Virginia,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR02MCNSNICH,McNeese at Nicholls St.,McNeese,Nicholls St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB28ORSTSCU,Oregon St. at Santa Clara,Oregon St.,Santa Clara,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB05BINGUMBC,Binghamton at UMBC,Binghamton,UMBC,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07MIABC,Miami (FL) at Boston College,Miami (FL),Boston College,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN30SIENIAG,Siena at Niagara,Siena,Niagara,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB16WAGLIU,Wagner at LIU,Wagner,Long Island,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB14HOFUNCW,Hofstra at UNC Wilmington,Hofstra,UNC Wilmington,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN20INDMICH,Indiana at Michigan,Indiana,Michigan,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB03SJUDEP,St. John's at DePaul,St. John's,DePaul,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB28SMUSTAN,SMU at Stanford,SMU,Stanford,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10MDUCLA,Maryland at UCLA,Maryland,UCLA,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR11WAKECLEM,Wake Forest at Clemson,Wake Forest,Clemson,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07UTAHKU,Utah at Kansas,Utah,Kansas,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN06NCSTBC,North Carolina St. at Boston College,NC State,Boston College,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24VTLOU,Virginia Tech at Louisville,Virginia Tech,Louisville,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31MISSVAN,Ole Miss at Vanderbilt,Ole Miss,Vanderbilt,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10DEPCONN,DePaul at UConn,DePaul,UConn,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN23LIUSTNH,LIU at Stonehill,Long Island,Stonehill,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN14UTAHTTU,Utah at Texas Tech,Utah,Texas Tech,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB15DRKEUNI,Drake at Northern Iowa,Drake,Northern Iowa,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR03MSSTFLA,Mississippi St. at Florida,Mississippi St.,Florida,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10WSUSMC,Washington St. at Saint Mary's,Washington St.,Saint Mary's,mixed_one_mm_one_not
