event_ticker,event_title,away_team,home_team,game_classification
KXNCAAMBGAME-26FEB25URISBON,Rhode Island at St. Bonaventure,Rhode Island,St. Bonaventure,neither_mm
KXNCAAMBGAME-26MAR01UNTUAB,North Texas at UAB,North Texas,UAB,neither_mm
KXNCAAMBGAME-26FEB14NEVSDSU,Nevada at San Diego St.,Nevada,San Diego St.,neither_mm
KXNCAAMBGAME-26JAN24BCND,Boston College at Notre Dame,Boston College,Notre Dame,neither_mm
KXNCAAMBGAME-26FEB05MEMUAB,Memphis at UAB,Memphis,UAB,neither_mm
KXNCAAMBGAME-26FEB09BELBRAD,Belmont at Bradley,Belmont,Bradley,neither_mm
KXNCAAMBGAME-26MAR11FRESCSU,Fresno St. at Colorado St.,Fresno St.,Colorado St.,neither_mm
KXNCAAMBGAME-26MAR11RUTGMINN,Rutgers at Minnesota,Rutgers,Minnesota,neither_mm
KXNCAAMBGAME-26FEB05ALBYBRY,University at Albany at Bryant,University,Albany at Bryant,neither_mm
KXNCAAMBGAME-26FEB25USDORST,San Diego at Oregon St.,San Diego,Oregon St.,neither_mm
KXNCAAMBGAME-26MAR06NENCAT,Northeastern at North Carolina A&T,Northeastern,North Carolina A&T,neither_mm
KXNCAAMBGAME-26FEB05WVUCIN,West Virginia at Cincinnati,West Virginia,Cincinnati,neither_mm
KXNCAAMBGAME-26FEB16COLGBU,Colgate at Boston University,Colgate,Boston University,neither_mm
KXNCAAMBGAME-26MAR04STANND,Stanford at Notre Dame,Stanford,Notre Dame,neither_mm
KXNCAAMBGAME-26JAN11UABECU,UAB at East Carolina,UAB,East Carolina,neither_mm
KXNCAAMBGAME-26MAR02SELAUNO,Southeastern Louisiana at New Orleans,Southeastern Louisiana,New Orleans,neither_mm
KXNCAAMBGAME-26FEB15BRADSIU,Bradley at Southern Illinois,Bradley,Southern Illinois,neither_mm
KXNCAAMBGAME-26FEB11CREIDEP,Creighton at DePaul,Creighton,DePaul,neither_mm
KXNCAAMBGAME-26JAN23MASSBUFF,UMass at Buffalo,UMass,Buffalo,neither_mm
KXNCAAMBGAME-26MAR07MRSTQUIN,Marist at Quinnipiac,Marist,Quinnipiac,neither_mm
KXNCAAMBGAME-26JAN10HALLGTWN,Seton Hall at Georgetown,Seton Hall,Georgetown,neither_mm
KXNCAAMBGAME-26MAR17UNCWYALE,UNC Wilmington at Yale,UNC Wilmington,Yale,neither_mm
KXNCAAMBGAME-26FEB19TXSTUSA,Texas St. at South Alabama,Texas St.,South Alabama,neither_mm
KXNCAAMBGAME-26FEB24CMUKENT,Central Michigan at Kent St.,Central Michigan,Kent St.,neither_mm
KXNCAAMBGAME-26FEB17BAYKSU,Baylor at Kansas St.,Baylor,Kansas St.,neither_mm
KXNCAAMBGAME-26FEB12LTMOSU,Louisiana Tech at Missouri St.,Louisiana Tech,Missouri St.,neither_mm
KXNCAAMBGAME-26FEB13BRWNHARV,Brown at Harvard,Brown,Harvard,neither_mm
KXNCAAMBGAME-26MAR05INSTVALP,Indiana St. at Valparaiso,Indiana St.,Valparaiso,neither_mm
KXNCAAMBGAME-26MAR06FGCULIP,Florida Gulf Coast at Lipscomb,Florida Gulf Coast,Lipscomb,neither_mm
KXNCAAMBGAME-26FEB28NMSUMTU,New Mexico St. at Middle Tennessee,New Mexico St.,Middle Tennessee,neither_mm
KXNCAAMBGAME-26FEB21ASUBAY,Arizona St. at Baylor,Arizona St.,Baylor,neither_mm
KXNCAAMBGAME-26MAR10AMCCSFA,Texas A&M-Corpus Christi at Stephen F. Austin,Texas A&M-Corpus Christi,Stephen F. Austin,neither_mm
KXNCAAMBGAME-26FEB17NIUBUFF,Northern Illinois at Buffalo,Northern Illinois,Buffalo,neither_mm
KXNCAAMBGAME-26FEB22FAIRQUIN,Fairfield at Quinnipiac,Fairfield,Quinnipiac,neither_mm
KXNCAAMBGAME-26FEB01CLEVMILW,Cleveland St. at Milwaukee,Cleveland St.,Milwaukee,neither_mm
KXNCAAMBGAME-26MAR02SCSTDSU,South Carolina St. at Delaware St.,South Carolina St.,Delaware St.,neither_mm
KXNCAAMBGAME-26FEB20MILWDET,Milwaukee at Detroit Mercy,Milwaukee,Detroit Mercy,neither_mm
KXNCAAMBGAME-26JAN10CALVT,California at Virginia Tech,California,Virginia Tech,neither_mm
KXNCAAMBGAME-26FEB26UNHBING,New Hampshire at Binghamton,New Hampshire,Binghamton,neither_mm
KXNCAAMBGAME-26MAR10GRAMJKST,Grambling St. at Jackson St.,Grambling St.,Jackson St.,neither_mm
KXNCAAMBGAME-26JAN09BRSTYSU,Bryant & Stratton at Youngstown St.,Bryant & Stratton,Youngstown St.,neither_mm
KXNCAAMBGAME-26MAR04CALGT,California at Georgia Tech,California,Georgia Tech,neither_mm
KXNCAAMBGAME-26JAN18CHARECU,Charlotte at East Carolina,Charlotte,East Carolina,neither_mm
KXNCAAMBGAME-26FEB22GBDET,Green Bay at Detroit Mercy,Green Bay,Detroit Mercy,neither_mm
KXNCAAMBGAME-26MAR11SBONLAS,St. Bonaventure at La Salle,St. Bonaventure,La Salle,neither_mm
KXNCAAMBGAME-26FEB22UTSATLSA,UTSA at Tulsa,UTSA,Tulsa,neither_mm
KXNCAAMBGAME-26JAN23MARQBUT,Marquette at Butler,Marquette,Butler,neither_mm
KXNCAAMBGAME-26JAN11UNTWICH,North Texas at Wichita St.,North Texas,Wichita St.,neither_mm
KXNCAAMBGAME-26FEB16NICHHCU,Nicholls St. at Houston Christian,Nicholls St.,Houston Christian,neither_mm
KXNCAAMBGAME-26FEB19MRSHAPP,Marshall at Appalachian St.,Marshall,Appalachian St.,neither_mm
KXNCAAMBGAME-26FEB12ORSTSF,Oregon St. at San Francisco,Oregon St.,San Francisco,neither_mm
KXNCAAMBGAME-26MAR07UNDUST,North Dakota at St. Thomas,North Dakota,St. Thomas,neither_mm
KXNCAAMBGAME-26MAR21ILSTWAKE,Illinois St. at Wake Forest,Illinois St.,Wake Forest,neither_mm
KXNCAAMBGAME-26MAR04RICEUNT,Rice at North Texas,Rice,North Texas,neither_mm
KXNCAAMBGAME-26JAN23INDRUTG,Indiana at Rutgers,Indiana,Rutgers,neither_mm
KXNCAAMBGAME-26FEB28SYRWAKE,Syracuse at Wake Forest,Syracuse,Wake Forest,neither_mm
KXNCAAMBGAME-26FEB24BRADUIC,Bradley at UIC,Bradley,UIC,neither_mm
KXNCAAMBGAME-26FEB15UNTTEM,North Texas at Temple,North Texas,Temple,neither_mm
KXNCAAMBGAME-26FEB17FRESWYO,Fresno St. at Wyoming,Fresno St.,Wyoming,neither_mm
KXNCAAMBGAME-26JAN28BAYCIN,Baylor at Cincinnati,Baylor,Cincinnati,neither_mm
KXNCAAMBGAME-26JAN27CREIMARQ,Creighton at Marquette,Creighton,Marquette,neither_mm
KXNCAAMBGAME-26FEB28SDSUUNM,San Diego St. at New Mexico,San Diego St.,New Mexico,neither_mm
KXNCAAMBGAME-26FEB24WVUOKST,West Virginia at Oklahoma St.,West Virginia,Oklahoma St.,neither_mm
KXNCAAMBGAME-26MAR17USTSEA,St. Thomas at Seattle,St. Thomas,Seattle,neither_mm
KXNCAAMBGAME-26FEB21WAKEVT,Wake Forest at Virginia Tech,Wake Forest,Virginia Tech,neither_mm
KXNCAAMBGAME-26JAN30BSUGC,Boise St. at Grand Canyon,Boise St.,Grand Canyon,neither_mm
KXNCAAMBGAME-26FEB28SEALMU,Seattle at Loyola Marymount,Seattle,Loyola Marymount,neither_mm
KXNCAAMBGAME-26FEB20GBOAK,Green Bay at Oakland,Green Bay,Oakland,neither_mm
KXNCAAMBGAME-26FEB19DREXNE,Drexel at Northeastern,Drexel,Northeastern,neither_mm
KXNCAAMBGAME-26MAR06BELLCARK,Bellarmine at Central Arkansas,Bellarmine,Central Arkansas,neither_mm
KXNCAAMBGAME-26FEB07BSUUNM,Boise St. at New Mexico,Boise St.,New Mexico,neither_mm
KXNCAAMBGAME-26MAR12SCSTNORF,South Carolina St. at Norfolk St.,South Carolina St.,Norfolk St.,neither_mm
KXNCAAMBGAME-26FEB27HARVPRIN,Harvard at Princeton,Harvard,Princeton,neither_mm
KXNCAAMBGAME-26MAR07UVUUTU,Utah Valley at Utah Tech,Utah Valley,Utah Tech,neither_mm
KXNCAAMBGAME-26FEB21RUTGMINN,Rutgers at Minnesota,Rutgers,Minnesota,neither_mm
KXNCAAMBGAME-26JAN07INDMD,Indiana at Maryland,Indiana,Maryland,neither_mm
KXNCAAMBGAME-26JAN28CALFSU,California at Florida St.,California,Florida St.,neither_mm
KXNCAAMBGAME-26FEB12UCSBUCRV,UC Santa Barbara at UC Riverside,UC Santa Barbara,UC Riverside,neither_mm
KXNCAAMBGAME-26FEB22NIAGRID,Niagara at Rider,Niagara,Rider,neither_mm
KXNCAAMBGAME-26JAN29GASOULM,Georgia Southern at Louisiana-Monroe,Georgia Southern,Louisiana-Monroe,neither_mm
KXNCAAMBGAME-26FEB24WASHRUTG,Washington at Rutgers,Washington,Rutgers,neither_mm
KXNCAAMBGAME-26FEB27QUINNIAG,Quinnipiac at Niagara,Quinnipiac,Niagara,neither_mm
KXNCAAMBGAME-26FEB20SPCIONA,Saint Peter's at Iona,Saint Peter's,Iona,neither_mm
KXNCAAMBGAME-26MAR18MURRNEV,Murray St. at Nevada,Murray St.,Nevada,neither_mm
KXNCAAMBGAME-26FEB19SCUSWIN,USC Upstate at Winthrop,USC Upstate,Winthrop,neither_mm
KXNCAAMBGAME-26FEB08RICEUAB,Rice at UAB,Rice,UAB,neither_mm
KXNCAAMBGAME-26JAN24KENTEMU,Kent St. at Eastern Michigan,Kent St.,Eastern Michigan,neither_mm
KXNCAAMBGAME-26FEB07MTUDEL,Middle Tennessee at Delaware,Middle Tennessee,Delaware,neither_mm
KXNCAAMBGAME-26MAR10PSUNW,Penn St. at Northwestern,Penn St.,Northwestern,neither_mm
KXNCAAMBGAME-26JAN28ORSTLMU,Oregon St. at Loyola Marymount,Oregon St.,Loyola Marymount,neither_mm
KXNCAAMBGAME-26MAR12ACUTU,Abilene Christian at Utah Tech,Abilene Christian,Utah Tech,neither_mm
KXNCAAMBGAME-26FEB18CHARTLSA,Charlotte at Tulsa,Charlotte,Tulsa,neither_mm
KXNCAAMBGAME-26FEB15HCLMD,Holy Cross at Loyola Maryland,Holy Cross,Loyola Maryland,neither_mm
KXNCAAMBGAME-26JAN22BINGUNH,Binghamton at New Hampshire,Binghamton,New Hampshire,neither_mm
KXNCAAMBGAME-26JAN29MTSTSAC,Montana St. at Sacramento St.,Montana St.,Sacramento St.,neither_mm
KXNCAAMBGAME-26MAR09UNCOMONT,Northern Colorado at Montana,Northern Colorado,Montana,neither_mm
KXNCAAMBGAME-26FEB21TXSOMVSU,Texas Southern at Mississippi Valley St.,Texas Southern,Mississippi Valley St.,neither_mm
KXNCAAMBGAME-26FEB26COOKGRAM,Bethune-Cookman at Grambling St.,Bethune-Cookman,Grambling St.,neither_mm
KXNCAAMBGAME-26FEB01ECUFAU,East Carolina at Florida Atlantic,East Carolina,Florida Atlantic,neither_mm
KXNCAAMBGAME-26FEB18WICHECU,Wichita St. at East Carolina,Wichita St.,East Carolina,neither_mm
KXNCAAMBGAME-26MAR10MONTPRST,Montana at Portland St.,Montana,Portland St.,neither_mm
KXNCAAMBGAME-26FEB18DAYGMU,Dayton at George Mason,Dayton,George Mason,neither_mm
KXNCAAMBGAME-26APR02RUTGCREI,Rutgers at Creighton,Rutgers,Creighton,neither_mm
KXNCAAMBGAME-26MAR11MSSTAUB,Mississippi St. at Auburn,Mississippi St.,Auburn,neither_mm
KXNCAAMBGAME-26JAN14LMUORST,Loyola Marymount at Oregon St.,Loyola Marymount,Oregon St.,neither_mm
KXNCAAMBGAME-26JAN31GMUSBON,George Mason at St. Bonaventure,George Mason,St. Bonaventure,neither_mm
KXNCAAMBGAME-26APR04WVUCREI,West Virginia at Creighton,West Virginia,Creighton,neither_mm
KXNCAAMBGAME-26FEB28ALSTAAMU,Alabama St. at Alabama A&M,Alabama St.,Alabama A&M,neither_mm
KXNCAAMBGAME-26FEB15TULNUAB,Tulane at UAB,Tulane,UAB,neither_mm
KXNCAAMBGAME-26FEB14MTUWKU,Middle Tennessee at Western Kentucky,Middle Tennessee,Western Kentucky,neither_mm
KXNCAAMBGAME-26JAN14TEMMEM,Temple at Memphis,Temple,Memphis,neither_mm
KXNCAAMBGAME-26FEB21PROVDEP,Providence at DePaul,Providence,DePaul,neither_mm
KXNCAAMBGAME-26FEB21XAVBUT,Xavier at Butler,Xavier,Butler,neither_mm
KXNCAAMBGAME-26FEB06LCHIDAV,Loyola Chicago at Davidson,Loyola Chicago,Davidson,neither_mm
KXNCAAMBGAME-26FEB25DEPCREI,DePaul at Creighton,DePaul,Creighton,neither_mm
KXNCAAMBGAME-26JAN28USDPEPP,San Diego at Pepperdine,San Diego,Pepperdine,neither_mm
KXNCAAMBGAME-26FEB19MTSTWEB,Montana St. at Weber St.,Montana St.,Weber St.,neither_mm
KXNCAAMBGAME-26MAR17WYOWICH,Wyoming at Wichita St.,Wyoming,Wichita St.,neither_mm
KXNCAAMBGAME-26JAN20TOLMASS,Toledo at UMass,Toledo,UMass,neither_mm
KXNCAAMBGAME-26FEB16MORGNCCU,Morgan St. at North Carolina Central,Morgan St.,North Carolina Central,neither_mm
KXNCAAMBGAME-26MAR07NDBC,Notre Dame at Boston College,Notre Dame,Boston College,neither_mm
KXNCAAMBGAME-26MAR05COPPMORG,Coppin St. at Morgan St.,Coppin St.,Morgan St.,neither_mm
KXNCAAMBGAME-26MAR12UMESNCCU,Maryland-Eastern Shore at North Carolina Central,Maryland-Eastern Shore,North Carolina Central,neither_mm
KXNCAAMBGAME-26FEB14PSUORE,Penn St. at Oregon,Penn St.,Oregon,neither_mm
KXNCAAMBGAME-26FEB03WYOSDSU,Wyoming at San Diego St.,Wyoming,San Diego St.,neither_mm
KXNCAAMBGAME-26FEB14BRWNDART,Brown at Dartmouth,Brown,Dartmouth,neither_mm
KXNCAAMBGAME-26MAR12OHIOKENT,Ohio at Kent St.,Ohio,Kent St.,neither_mm
KXNCAAMBGAME-26FEB04BUTPROV,Butler at Providence,Butler,Providence,neither_mm
KXNCAAMBGAME-26FEB28BUAMER,Boston University at American,Boston University,American,neither_mm
KXNCAAMBGAME-26JAN27UNMUNLV,New Mexico at UNLV,New Mexico,UNLV,neither_mm
KXNCAAMBGAME-26JAN29WOFCHAT,Wofford at Chattanooga,Wofford,Chattanooga,neither_mm
KXNCAAMBGAME-26FEB13MSMRID,Mount St. Mary's at Rider,Mount St. Mary's,Rider,neither_mm
KXNCAAMBGAME-26JAN21XAVCREI,Xavier at Creighton,Xavier,Creighton,neither_mm
KXNCAAMBGAME-26FEB12CCARULL,Coastal Carolina at Louisiana,Coastal Carolina,Louisiana,neither_mm
KXNCAAMBGAME-26JAN11MEMFAU,Memphis at Florida Atlantic,Memphis,Florida Atlantic,neither_mm
KXNCAAMBGAME-26JAN31MARQHALL,Marquette at Seton Hall,Marquette,Seton Hall,neither_mm
KXNCAAMBGAME-26FEB26TARLUVU,Tarleton St. at Utah Valley,Tarleton St.,Utah Valley,neither_mm
KXNCAAMBGAME-26FEB04WOFVMI,Wofford at VMI,Wofford,VMI,neither_mm
KXNCAAMBGAME-26FEB28ORENW,Oregon at Northwestern,Oregon,Northwestern,neither_mm
KXNCAAMBGAME-26JAN10KSUASU,Kansas St. at Arizona St.,Kansas St.,Arizona St.,neither_mm
KXNCAAMBGAME-26JAN24HALLDEP,Seton Hall at DePaul,Seton Hall,DePaul,neither_mm
KXNCAAMBGAME-26JAN06SCARLSU,South Carolina at LSU,South Carolina,LSU,neither_mm
KXNCAAMBGAME-26JAN29BRYBING,Bryant at Binghamton,Bryant,Binghamton,neither_mm
KXNCAAMBGAME-26FEB10GMURICH,George Mason at Richmond,George Mason,Richmond,neither_mm
KXNCAAMBGAME-26FEB22MILWOAK,Milwaukee at Oakland,Milwaukee,Oakland,neither_mm
KXNCAAMBGAME-26JAN31MONTSAC,Montana at Sacramento St.,Montana,Sacramento St.,neither_mm
KXNCAAMBGAME-26FEB07TEMECU,Temple at East Carolina,Temple,East Carolina,neither_mm
KXNCAAMBGAME-26MAR05LTLIB,Louisiana Tech at Liberty,Louisiana Tech,Liberty,neither_mm
KXNCAAMBGAME-26FEB12GASTJMU,Georgia St. at James Madison,Georgia St.,James Madison,neither_mm
KXNCAAMBGAME-26JAN31LINWMORE,Lindenwood at Morehead St.,Lindenwood,Morehead St.,neither_mm
KXNCAAMBGAME-26JAN21WVUASU,West Virginia at Arizona St.,West Virginia,Arizona St.,neither_mm
KXNCAAMBGAME-26FEB14GRAMTXSO,Grambling St. at Texas Southern,Grambling St.,Texas Southern,neither_mm
KXNCAAMBGAME-26FEB16SOUTXSO,Southern University at Texas Southern,Southern University,Texas Southern,neither_mm
KXNCAAMBGAME-26FEB28LBSUCSB,Long Beach St. at Cal State Bakersfield,Long Beach St.,Cal State Bakersfield,neither_mm
KXNCAAMBGAME-26JAN17SYRBC,Syracuse at Boston College,Syracuse,Boston College,neither_mm
KXNCAAMBGAME-26FEB14STANWAKE,Stanford at Wake Forest,Stanford,Wake Forest,neither_mm
KXNCAAMBGAME-26JAN20UTAHKSU,Utah at Kansas St.,Utah,Kansas St.,neither_mm
KXNCAAMBGAME-26FEB24CCARGAST,Coastal Carolina at Georgia St.,Coastal Carolina,Georgia St.,neither_mm
KXNCAAMBGAME-26MAR13SOUFAMU,Southern University at Florida A&M,Southern University,Florida A&M,neither_mm
KXNCAAMBGAME-26FEB23NICHLAM,Nicholls St. at Lamar,Nicholls St.,Lamar,neither_mm
KXNCAAMBGAME-26FEB22AMERLAF,American at Lafayette,American,Lafayette,neither_mm
KXNCAAMBGAME-26JAN31ETSUWOF,East Tennessee St. at Wofford,East Tennessee St.,Wofford,neither_mm
KXNCAAMBGAME-26FEB16UNOIW,New Orleans at Incarnate Word,New Orleans,Incarnate Word,neither_mm
KXNCAAMBGAME-26FEB17WEBBCHSO,Gardner-Webb at Charleston Southern,Gardner-Webb,Charleston Southern,neither_mm
KXNCAAMBGAME-26FEB05MERCHAT,Mercer at Chattanooga,Mercer,Chattanooga,neither_mm
KXNCAAMBGAME-26JAN13GMULCHI,George Mason at Loyola Chicago,George Mason,Loyola Chicago,neither_mm
KXNCAAMBGAME-26MAR02SFAIW,Stephen F. Austin at Incarnate Word,Stephen F. Austin,Incarnate Word,neither_mm
KXNCAAMBGAME-26JAN13AFASJSU,Air Force at San Jose St.,Air Force,San Jose St.,neither_mm
KXNCAAMBGAME-26JAN31PACSF,Pacific at San Francisco,Pacific,San Francisco,neither_mm
KXNCAAMBGAME-26MAR03LSUAUB,LSU at Auburn,LSU,Auburn,neither_mm
KXNCAAMBGAME-26JAN26UTRGVAMCC,UT Rio Grande Valley at Texas A&M-Corpus Christi,UT Rio Grande Valley,Texas A&M-Corpus Christi,neither_mm
KXNCAAMBGAME-26FEB14UCRVUCSD,UC Riverside at UC San Diego,UC Riverside,UC San Diego,neither_mm
KXNCAAMBGAME-26MAR07SCARMISS,South Carolina at Ole Miss,South Carolina,Ole Miss,neither_mm
KXNCAAMBGAME-26MAR04ODUGASO,Old Dominion at Georgia Southern,Old Dominion,Georgia Southern,neither_mm
KXNCAAMBGAME-26MAR07UCDUCI,UC Davis at UC Irvine,UC Davis,UC Irvine,neither_mm
KXNCAAMBGAME-26FEB27APPTXST,Appalachian St. at Texas St.,Appalachian St.,Texas St.,neither_mm
KXNCAAMBGAME-26JAN27KSUWVU,Kansas St. at West Virginia,Kansas St.,West Virginia,neither_mm
KXNCAAMBGAME-26FEB21LONGCHSO,Longwood at Charleston Southern,Longwood,Charleston Southern,neither_mm
KXNCAAMBGAME-26FEB11LIBNMSU,Liberty at New Mexico St.,Liberty,New Mexico St.,neither_mm
KXNCAAMBGAME-26JAN24BELLUNF,Bellarmine at North Florida,Bellarmine,North Florida,neither_mm
KXNCAAMBGAME-26FEB19BINGBRY,Binghamton at Bryant,Binghamton,Bryant,neither_mm
KXNCAAMBGAME-26FEB06EVANVALP,Evansville at Valparaiso,Evansville,Valparaiso,neither_mm
KXNCAAMBGAME-26JAN21LAFBU,Lafayette at Boston University,Lafayette,Boston University,neither_mm
KXNCAAMBGAME-26FEB09AMCCUNO,Texas A&M-Corpus Christi at New Orleans,Texas A&M-Corpus Christi,New Orleans,neither_mm
KXNCAAMBGAME-26FEB17KENTBGSU,Kent St. at Bowling Green,Kent St.,Bowling Green,neither_mm
KXNCAAMBGAME-26FEB24USIMORE,Southern Indiana at Morehead St.,Southern Indiana,Morehead St.,neither_mm
KXNCAAMBGAME-26FEB25UNTCHAR,North Texas at Charlotte,North Texas,Charlotte,neither_mm
KXNCAAMBGAME-26FEB05LBSUUCSD,Long Beach St. at UC San Diego,Long Beach St.,UC San Diego,neither_mm
KXNCAAMBGAME-26MAR11JKSTFAMU,Jackson St. at Florida A&M,Jackson St.,Florida A&M,neither_mm
KXNCAAMBGAME-26FEB27USMUSA,Southern Miss at South Alabama,Southern Miss,South Alabama,neither_mm
KXNCAAMBGAME-26JAN14BUTXAV,Butler at Xavier,Butler,Xavier,neither_mm
KXNCAAMBGAME-26FEB14SFAUTRGV,Stephen F. Austin at UT Rio Grande Valley,Stephen F. Austin,UT Rio Grande Valley,neither_mm
KXNCAAMBGAME-26MAR11SCAROKLA,South Carolina at Oklahoma,South Carolina,Oklahoma,neither_mm
KXNCAAMBGAME-26MAR06FAIRSPC,Fairfield at Saint Peter's,Fairfield,Saint Peter's,neither_mm
KXNCAAMBGAME-26JAN24MERWOF,Mercer at Wofford,Mercer,Wofford,neither_mm
KXNCAAMBGAME-26MAR11TARLAC,Tarleton St. at Abilene Christian,Tarleton St.,Abilene Christian,neither_mm
KXNCAAMBGAME-26FEB12UVMBING,Vermont at Binghamton,Vermont,Binghamton,neither_mm
KXNCAAMBGAME-26FEB24USMARST,Southern Miss at Arkansas St.,Southern Miss,Arkansas St.,neither_mm
KXNCAAMBGAME-26FEB19WMCAMP,William & Mary at Campbell,William & Mary,Campbell,neither_mm
KXNCAAMBGAME-26JAN24MILWYSU,Milwaukee at Youngstown St.,Milwaukee,Youngstown St.,neither_mm
KXNCAAMBGAME-26FEB11COLGHC,Colgate at Holy Cross,Colgate,Holy Cross,neither_mm
KXNCAAMBGAME-26MAR13DAVJOES,Davidson at Saint Joseph's,Davidson,Saint Joseph's,neither_mm
KXNCAAMBGAME-26JAN08BINGUVM,Binghamton at Vermont,Binghamton,Vermont,neither_mm
KXNCAAMBGAME-26FEB28PROVCREI,Providence at Creighton,Providence,Creighton,neither_mm
KXNCAAMBGAME-26FEB02FAMUALST,Florida A&M at Alabama St.,Florida A&M,Alabama St.,neither_mm
KXNCAAMBGAME-26FEB04LMUSF,Loyola Marymount at San Francisco,Loyola Marymount,San Francisco,neither_mm
KXNCAAMBGAME-26MAR18DAYBRAD,Dayton at Bradley,Dayton,Bradley,neither_mm
KXNCAAMBGAME-26JAN30DARTYALE,Dartmouth at Yale,Dartmouth,Yale,neither_mm
KXNCAAMBGAME-26JAN29MONTPRST,Montana at Portland St.,Montana,Portland St.,neither_mm
KXNCAAMBGAME-26FEB12UTMLINW,Tennessee-Martin at Lindenwood,Tennessee-Martin,Lindenwood,neither_mm
KXNCAAMBGAME-26FEB19CHATMER,Chattanooga at Mercer,Chattanooga,Mercer,neither_mm
KXNCAAMBGAME-26JAN21TULNFAU,Tulane at Florida Atlantic,Tulane,Florida Atlantic,neither_mm
KXNCAAMBGAME-26JAN24CALSTAN,California at Stanford,California,Stanford,neither_mm
KXNCAAMBGAME-26FEB21GTWNHALL,Georgetown at Seton Hall,Georgetown,Seton Hall,neither_mm
KXNCAAMBGAME-26MAR12MTULT,Middle Tennessee at Louisiana Tech,Middle Tennessee,Louisiana Tech,neither_mm
KXNCAAMBGAME-26MAR04UALRLINW,Little Rock at Lindenwood,Little Rock,Lindenwood,neither_mm
KXNCAAMBGAME-26FEB04UNTRICE,North Texas at Rice,North Texas,Rice,neither_mm
KXNCAAMBGAME-26MAR08TOWSCOFC,Towson at Charleston,Towson,Charleston,neither_mm
KXNCAAMBGAME-26FEB25DRKEVALP,Drake at Valparaiso,Drake,Valparaiso,neither_mm
KXNCAAMBGAME-26FEB26MEALBY,Maine at University at Albany,Maine,University at Albany,neither_mm
KXNCAAMBGAME-26FEB28GTWNXAV,Georgetown at Xavier,Georgetown,Xavier,neither_mm
KXNCAAMBGAME-26JAN17WAKEFSU,Wake Forest at Florida St.,Wake Forest,Florida St.,neither_mm
KXNCAAMBGAME-26JAN06MASSOHIO,UMass at Ohio,UMass,Ohio,neither_mm
KXNCAAMBGAME-26FEB10FORJOES,Fordham at Saint Joseph's,Fordham,Saint Joseph's,neither_mm
KXNCAAMBGAME-26FEB16SFAAMCC,Stephen F. Austin at Texas A&M-Corpus Christi,Stephen F. Austin,Texas A&M-Corpus Christi,neither_mm
KXNCAAMBGAME-26MAR05JVSTNMSU,Jacksonville St. at New Mexico St.,Jacksonville St.,New Mexico St.,neither_mm
KXNCAAMBGAME-26JAN31RADPRE,Radford at Presbyterian,Radford,Presbyterian,neither_mm
KXNCAAMBGAME-26FEB09OREIND,Oregon at Indiana,Oregon,Indiana,neither_mm
KXNCAAMBGAME-26FEB05UTAUTU,UT Arlington at Utah Tech,UT Arlington,Utah Tech,neither_mm
KXNCAAMBGAME-26FEB21UCSDUCI,UC San Diego at UC Irvine,UC San Diego,UC Irvine,neither_mm
KXNCAAMBGAME-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky,Jacksonville St.,Western Kentucky,neither_mm
KXNCAAMBGAME-26FEB14UCSBCP,UC Santa Barbara at Cal Poly,UC Santa Barbara,Cal Poly,neither_mm
KXNCAAMBGAME-26FEB12USAUSM,South Alabama at Southern Miss,South Alabama,Southern Miss,neither_mm
KXNCAAMBGAME-26FEB21UNMFRES,New Mexico at Fresno St.,New Mexico,Fresno St.,neither_mm
KXNCAAMBGAME-26MAR03ARPBJKST,Arkansas-Pine Bluff at Jackson St.,Arkansas-Pine Bluff,Jackson St.,neither_mm
KXNCAAMBGAME-26MAR06GASOUSA,Georgia Southern at South Alabama,Georgia Southern,South Alabama,neither_mm
KXNCAAMBGAME-26FEB13IONACAN,Iona at Canisius,Iona,Canisius,neither_mm
KXNCAAMBGAME-26FEB14FSUVT,Florida St. at Virginia Tech,Florida St.,Virginia Tech,neither_mm
KXNCAAMBGAME-26MAR08TEMTLSA,Temple at Tulsa,Temple,Tulsa,neither_mm
KXNCAAMBGAME-26JAN17SCARAUB,South Carolina at Auburn,South Carolina,Auburn,neither_mm
KXNCAAMBGAME-26FEB14MARQXAV,Marquette at Xavier,Marquette,Xavier,neither_mm
KXNCAAMBGAME-26FEB11STANBC,Stanford at Boston College,Stanford,Boston College,neither_mm
KXNCAAMBGAME-26FEB24MARQGTWN,Marquette at Georgetown,Marquette,Georgetown,neither_mm
KXNCAAMBGAME-26JAN23STETPEAY,Stetson at Austin Peay,Stetson,Austin Peay,neither_mm
KXNCAAMBGAME-26MAR05SHSUDEL,Sam Houston at Delaware,Sam Houston,Delaware,neither_mm
KXNCAAMBGAME-26MAR07MENJIT,Maine at NJIT,Maine,NJIT,neither_mm
KXNCAAMBGAME-26FEB19AAMUFAMU,Alabama A&M at Florida A&M,Alabama A&M,Florida A&M,neither_mm
KXNCAAMBGAME-26MAR01IONAMAN,Iona at Manhattan,Iona,Manhattan,neither_mm
KXNCAAMBGAME-26FEB12UICDRKE,UIC at Drake,UIC,Drake,neither_mm
KXNCAAMBGAME-26FEB14FORURI,Fordham at Rhode Island,Fordham,Rhode Island,neither_mm
KXNCAAMBGAME-26APR02ILSTAUB,Illinois St. at Auburn,Illinois St.,Auburn,neither_mm
