market_id,condition_id,question_id,token_id,question,title,event_id,event_title,event_slug,slug,status,outcomes,volume,liquidity,best_bid,best_ask,last_trade_price,start_date,end_date,team_a,team_b,game_classification,reject_reason
691441,0x8319d10bfb7989321cd0b32c8d886b95584e51efed0ced6cd06d39d38ea9b2e5,0x7c25cc5dbf3e0180375a094e1a062a9fa13090c08249c9fdeed83b2bbb65e45e,,,Michigan Wolverines vs. Auburn Tigers,85397,Michigan Wolverines vs. Auburn Tigers,cbb-mich-aubrn-2025-11-25,cbb-mich-aubrn-2025-11-25,closed,"[{'label': 'Michigan Wolverines', 'token_id': '63406971869569688783968079227418413896180813196552918933492102849424081704211', 'predexon_id': 'px-u5xrala3iasa', 'price': 1.0}, {'label': 'Auburn Tigers', 'token_id': '58441110012680165077792535605042573474085069831946870798387432473688047939804', 'predexon_id': 'px-il7igdowc6ng', 'price': 0.0}]",,,,,,,,Michigan,Auburn Tigers,mixed_one_mm_one_not,outside_date_window
598299,0xcb48a4793e9c7b9a638447ecdbbeaa39584ccb8cff323847a3d25c61fd7fdfdb,0xd7255bcb4aff58371869f0128573c16a33562f1699b2cb29593bd7389cbc0b72,,,Iowa vs. Rutgers,44724,Iowa vs. Rutgers,cfb-iowa-rutg-2025-09-19,cfb-iowa-rutg-2025-09-19,closed,"[{'label': 'Iowa', 'token_id': '107058893357043948924402768971891074251892938013858053223691491063715153720888', 'predexon_id': 'px-opn6oks7l65i', 'price': 1.0}, {'label': 'Rutgers', 'token_id': '31841525450571111665511077903425745331075349456788869550588113604023762712498', 'predexon_id': 'px-jbpembfthbaj', 'price': 0.0}]",,,,,,,,Iowa,Rutgers,mixed_one_mm_one_not,not_cbb
516918,0x43e71688ad296d11bbaa2fd65a5c81e3408401b85e444f320f202a709fea29eb,0xb44f5a35a335798267d257864efcf321b6df0acf920df677b4733e2b219bbf9e,,,Notre Dame vs. Georgia,16159,Notre Dame vs. Georgia,cfb-ndame-uga-2025-01-01,cfb-ndame-uga-2025-01-01,closed,"[{'label': 'Notre Dame', 'token_id': '42074928064881307660324912823038805319520007336524325828189290890613800956295', 'predexon_id': 'px-hai2nyf47cqn', 'price': 1.0}, {'label': 'Georgia', 'token_id': '112770939561534441232238194680914037856868097235475613424732889910595350727623', 'predexon_id': 'px-7ixczclpbtwo', 'price': 0.0}]",,,,,,,,Notre Dame,Georgia,mixed_one_mm_one_not,not_cbb
1890656,0x0ba5db7ef8a22627d6ed3048a76948234aed90741548c22ed3eb97d5887becaa,0xfa3e312b96a6dac3e28e33d73cfc5890b12f65773930fa0cbbe49707e548d0c1,,,Chicago White Sox vs. Kansas City Royals,350295,Chicago White Sox vs. Kansas City Royals,mlb-cws-kc-2026-04-12,mlb-cws-kc-2026-04-12,closed,"[{'label': 'Chicago White Sox', 'token_id': '36348988882210654327793333821373148284800969268104550207011578943670467241135', 'predexon_id': 'px-eyicsow2rl4z', 'price': 1.0}, {'label': 'Kansas City Royals', 'token_id': '97984552035539742450531579351596984119836983438106782818191042334134718785453', 'predexon_id': 'px-vhethozosqlu', 'price': 0.0}]",,,,,,,,Chicago White Sox,Kansas,mixed_one_mm_one_not,not_cbb
2490309,0xd121d7fa08b0aa417fd07952b61e7d64286b74ebbb9ba9f3f6d9a19aed893985,0x20d1b0d2fdb32bc75bf87b7a2e56ab8c036eed2e1a50c26a2edded5ae07048ac,,,Kansas City Royals vs. Washington Nationals,579952,Kansas City Royals vs. Washington Nationals,mlb-kc-wsh-2026-06-16,mlb-kc-wsh-2026-06-16,closed,"[{'label': 'Kansas City Royals', 'token_id': '107063511769208509883001305125102083092460745359623590130498638988283974432601', 'predexon_id': 'px-noi3ijrjzvrw', 'price': 0.0}, {'label': 'Washington Nationals', 'token_id': '18141977798271706048605044399292739369870989679270841636832886925041880052399', 'predexon_id': 'px-yrevi7tgdun3', 'price': 1.0}]",,,,,,,,Kansas,Washington Nationals,mixed_one_mm_one_not,not_cbb
698724,0xb1724dc7a1283aa1e504b470f97f3c8c783e7a438b6356f91da0e0c822063cd6,0xeeba9d42b03e36dc1fd4b23f139f81ce20ca7e7c390a47308d0099b0fef56c71,,,Alabama vs. Auburn,88572,Alabama vs. Auburn,cfb-ala-aubrn-2025-11-29,cfb-ala-aubrn-2025-11-29,closed,"[{'label': 'Alabama', 'token_id': '100421850344077309675244370547811252266275030680763914204667214273189166204593', 'predexon_id': 'px-rc67mah5mtj6', 'price': 1.0}, {'label': 'Auburn', 'token_id': '45749458517559406829961993618062806151960129187106060805608447824951561603036', 'predexon_id': 'px-ku4cfzbjpdcr', 'price': 0.0}]",,,,,,,,Alabama,Auburn,mixed_one_mm_one_not,not_cbb
652763,0x4891d40f8dff2ba9f067518d2c3277eb7fd90e22e3e4ed12047913e7e14f01c7,0x43a6683b7d8539c3f6928e7ba1f6aabf610625ff8134e3fec0cd132677d8f7d5,,,UCF vs. Baylor,66586,UCF vs. Baylor,cfb-ucf-bayl-2025-11-01,cfb-ucf-bayl-2025-11-01,closed,"[{'label': 'UCF', 'token_id': '14830907745505886803513541715980485480771581449593579079043197404409324544644', 'predexon_id': 'px-34fmrxlbfzgp', 'price': 0.0}, {'label': 'Baylor', 'token_id': '109591003485133643052755054814722046599171933527238933433257526714385690138901', 'predexon_id': 'px-wi5zcs7yikdv', 'price': 1.0}]",,,,,,,,UCF,Baylor,mixed_one_mm_one_not,not_cbb
642030,0x37f0e6a2912a88c8409e4942b4cc4d8cb1d43dd5103a0310fef6bea73034de39,0x509958119565776beadbe9241d7abb045f7ea19b4364822651130dcfc92785e7,,,Akron vs. Buffalo,62649,Akron vs. Buffalo,cfb-akron-buf-2025-10-25,cfb-akron-buf-2025-10-25,closed,"[{'label': 'Akron', 'token_id': '43153822791771172655262293021463402130871524700542699563835376938799900038830', 'predexon_id': 'px-z42up5pebizj', 'price': 1.0}, {'label': 'Buffalo', 'token_id': '14116672574968842458764960955855297837483026405669628335987524632917792304841', 'predexon_id': 'px-vua5ttal6s62', 'price': 0.0}]",,,,,,,,Akron,Buffalo,mixed_one_mm_one_not,not_cbb
1918054,0x600f38d80c2f97f8fd2a82ca7b672b1691d075d7346f2702e7daa5ac1c5af536,0x2fc5e23cbd7782874aec089fbecfc523d5757ce3c5a9f05f779044dc1504c907,,,Arizona Diamondbacks vs. Baltimore Orioles,357340,Arizona Diamondbacks vs. Baltimore Orioles,mlb-ari-bal-2026-04-14,mlb-ari-bal-2026-04-14,closed,"[{'label': 'Arizona Diamondbacks', 'token_id': '7900631110900880644634412921596970867180695032409057823168978718112729798237', 'predexon_id': 'px-z3fg27vd35lh', 'price': 1.0}, {'label': 'Baltimore Orioles', 'token_id': '49110602170979429152740051659863343929871474411049766812504588133249313493605', 'predexon_id': 'px-df5gzmztbu7n', 'price': 0.0}]",,,,,,,,Arizona,Baltimore Orioles,mixed_one_mm_one_not,not_cbb
673163,0xf2e6b4f9a332368ad3da13e16d950df9b08479d02c337e6281f1e19dece22055,0x5350155e163639ab3c3692ca09731292cc15541824391a70f64c372180dbaef4,,,Florida Gators vs. Ole Miss,77158,Florida Gators vs. Ole Miss,cfb-fl-miss-2025-11-15,cfb-fl-miss-2025-11-15,closed,"[{'label': 'Florida Gators', 'token_id': '114828809827903037193839039321118745204675345262688877567022773759892120380812', 'predexon_id': 'px-bgdyyjm7zoj2', 'price': 0.0}, {'label': 'Ole Miss', 'token_id': '85380074764992289393752913614916971007791495155781518167975023223855443417826', 'predexon_id': 'px-iydhxg4hbpxb', 'price': 1.0}]",,,,,,,,Florida,Ole Miss,mixed_one_mm_one_not,not_cbb
2386071,0xd7452ed15f208a7fdd9df2fd4489d7351a919cc90d1f3387c6f7222ebacc12be,0x51dfd7918ca04a29c9dcb662b1e7b4d309a5beabbba125f2ee769181d07c0e4c,,,Los Angeles Dodgers vs. Arizona Diamondbacks,537933,Los Angeles Dodgers vs. Arizona Diamondbacks,mlb-lad-ari-2026-06-04,mlb-lad-ari-2026-06-04,closed,"[{'label': 'Los Angeles Dodgers', 'token_id': '75412136385733183998870283073498543479985570692853473371608569980871345568561', 'predexon_id': 'px-52raxpkdhhor', 'price': 0.0}, {'label': 'Arizona Diamondbacks', 'token_id': '12072748426479410565707081416637522426677996678013765992072643812940937177790', 'predexon_id': 'px-2ycxbh3psgxi', 'price': 1.0}]",,,,,,,,Los Angeles Dodgers,Arizona,mixed_one_mm_one_not,not_cbb
635343,0xc89d563cf0f773ca00205d78f850d4ad2f9f93911c62bad2aae6e408e081a965,0x237b3c6885800d259eaf4033655fcdca04842bc7b59dddc4d4c786d2275b499d,,,LSU vs. Vanderbilt,59338,LSU vs. Vanderbilt,cfb-lsu-vand-2025-10-18,cfb-lsu-vand-2025-10-18,closed,"[{'label': 'LSU', 'token_id': '80992623088370345528539642459139080881583991537904594665278304738281967352940', 'predexon_id': 'px-krwsqv6biitz', 'price': 0.0}, {'label': 'Vanderbilt', 'token_id': '103680991403392273426942017657077311832890206700893088124116458331237506971975', 'predexon_id': 'px-3dkdmooe2xkd', 'price': 1.0}]",,,,,,,,LSU,Vanderbilt,mixed_one_mm_one_not,not_cbb
624096,0xd8446b11ddcb2707ea46676c009f2166bd0303b310d5077cce47c9d443ef77bf,0xd31d5f12efdff5e5ca3926849fac2113527fb747795e367ffacd7b7fc36509cd,,,Arizona State vs. Utah,55233,Arizona State vs. Utah,cfb-arzst-utah-2025-10-12,cfb-arzst-utah-2025-10-12,closed,"[{'label': 'Arizona State', 'token_id': '37701028936262128213825718369170636546933514754093585310289427209039091463276', 'predexon_id': 'px-cedxmtqs6mnb', 'price': 0.0}, {'label': 'Utah', 'token_id': '6607880269968837191543167250889594696149485983385742547219983129927876623098', 'predexon_id': 'px-ildwq4r6bptc', 'price': 1.0}]",,,,,,,,Arizona,Utah,mixed_one_mm_one_not,not_cbb
510339,0x67749947d4e6a3041b36a90504c81545710fe044e0b1ce4de513d43b243357ed,0x1c3ee3dd51d1bde7e07889bfe246242ddc023b33b2548e4778e560b1c85d35e5,,,Will Trump do better in Florida or Alaska?,13571,Will Trump do better in Florida or Alaska?,trumps-margin-of-victory-higher-in-florida-or-alaska,trumps-margin-of-victory-higher-in-florida-or-alaska,closed,"[{'label': 'Florida', 'token_id': '7918811809900895264895390325466779629389551517481462000618326162363418720805', 'predexon_id': 'px-zatgqxhldwus', 'price': 0.0}, {'label': 'Alaska', 'token_id': '56938639884939685426754489025946356459987666830699645968756256140962332421014', 'predexon_id': 'px-avjugecr3324', 'price': 1.0}]",,,,,,,,Florida,Alaska,mixed_one_mm_one_not,not_cbb
997109,0x02e61f7e9053341e4df6e33118cfa145d116667e74989dec40df01c7394b3e8f,0x1da912ab217cc7884adc82ba7c785aa71134b6421a4320f10b56c4f553c036c1,,,Toledo vs. Louisville,118098,Toledo vs. Louisville,cfb-toledo-lou-2025-12-23,cfb-toledo-lou-2025-12-23,closed,"[{'label': 'Toledo', 'token_id': '37539720430156054376476743719399377729625228663699433794792376335423977787135', 'predexon_id': 'px-wmjhn7ksjvog', 'price': 0.0}, {'label': 'Louisville', 'token_id': '34211367277245945102460875753662619568371458627035863996118008676613239832076', 'predexon_id': 'px-2fwlfrwngftk', 'price': 1.0}]",,,,,,,,Toledo,Louisville,mixed_one_mm_one_not,not_cbb
705612,0xd5559e90029382994a2e45b01d718f98a0ce4d4a7c42b7d9ca17b42863d0249e,0xe1dcbffc1071e14826ca840005de9dfd9d0b612982c839d3c6ab45e18607befa,,,Spread: Alabama (-6.5),88572,Alabama vs. Auburn,cfb-ala-aubrn-2025-11-29,cfb-ala-aubrn-2025-11-29-spread-away-6pt5,closed,"[{'label': 'Alabama', 'token_id': '44594464469272110633710920922749632389218262921028913292820643193292110024864', 'predexon_id': 'px-cfqydwywjjrl', 'price': 1.0}, {'label': 'Auburn', 'token_id': '24057078126660932465961079557234831662033015902419812227822335039881340528301', 'predexon_id': 'px-rm75bsllz2yp', 'price': 0.0}]",,,,,,,,Alabama,Auburn,mixed_one_mm_one_not,not_cbb
687796,0x7986c63ed57f780cb3a6edd174ae9e764cd34b08f5d3350b36d12950fb13f803,0xd9567f032bbd849c9d27ba85fe4edb37f5679bb5a3e6315475026a0bf963db7d,,,Miami (OH) vs. Buffalo,83840,Miami (OH) vs. Buffalo,cfb-miaoh-buf-2025-11-19,cfb-miaoh-buf-2025-11-19,closed,"[{'label': 'Miami (OH)', 'token_id': '94170306267496090106942356395822202007149309899380774605404423272249462389915', 'predexon_id': 'px-a5huwjwdhdmp', 'price': 1.0}, {'label': 'Buffalo', 'token_id': '9070144997499410995396066245439946247972745732508285057488689010543377797182', 'predexon_id': 'px-j2uvntarva3s', 'price': 0.0}]",,,,,,,,Miami (OH),Buffalo,mixed_one_mm_one_not,not_cbb
2014071,0x49fad890dc44aa97b92ed5ccf0d5f173a697c11cc5eb25fae5cd1463f7d5759c,0x4831c64a575b412e5a1785afedce4ded0c6bf32d8b0404b65cea9bca4a75a5a9,,,Athletics vs. Texas Rangers,392148,Athletics vs. Texas Rangers,mlb-oak-tex-2026-04-24,mlb-oak-tex-2026-04-24,closed,"[{'label': 'Athletics', 'token_id': '32234217259352725560501898226364315095781993668172561498287150788461137247303', 'predexon_id': 'px-gxodqmqfxbdj', 'price': 1.0}, {'label': 'Texas Rangers', 'token_id': '107841639870780006279356222327192372339386298306068853182765511444128910219358', 'predexon_id': 'px-bpuhqovfjxfv', 'price': 0.0}]",,,,,,,,Athletics,Texas,mixed_one_mm_one_not,not_cbb
965597,0x00d918c24d336699a7b7a1f8dbef6abe039b2ee62a6883b0df05072a72f41929,0xbcee5cc534d89883faad1950026350fabcfc6824dd54953ee1782f0a396dcc70,,,Spread: North Carolina State (-3.5),105900,Memphis vs. North Carolina State,cfb-mphs-ncst-2025-12-19,cfb-mphs-ncst-2025-12-19-spread-home-3pt5,closed,"[{'label': 'North Carolina State', 'token_id': '70362674987843460607922983942793384611036072221061734103994459268120250472638', 'predexon_id': 'px-p77qi4uaot77', 'price': 1.0}, {'label': 'Memphis', 'token_id': '27395576905478902183689175603734818670009219416077871338648645113316328767003', 'predexon_id': 'px-gykmc6gj6nvc', 'price': 0.0}]",,,,,,,,North Carolina,Memphis,mixed_one_mm_one_not,not_cbb
693822,0x4954dfdb44cb4e8af46d9f13f5424b3af86ac6c8c34592fda3735e79506b6c9b,0xfa217bb291aa633644ea15ee7708bd8beaf8c2a316b38a61a7bc72374b32b9e5,,,Spread: Virginia Cavaliers (-3.5),82123,Northwestern Wildcats vs. Virginia Cavaliers,cbb-nw-vir-2025-11-21,cbb-nw-vir-2025-11-21-spread-home-3pt5,closed,"[{'label': 'Virginia Cavaliers', 'token_id': '50005367325994818823196012975896987192044163287659716864693910671337946789608', 'predexon_id': 'px-2q4fvxh2buap', 'price': 1.0}, {'label': 'Northwestern Wildcats', 'token_id': '25018320874823086570380713106351227074539548412492068503413912310666256771274', 'predexon_id': 'px-qgma77qynfoq', 'price': 0.0}]",,,,,,,,Virginia,Northwestern Wildcats,mixed_one_mm_one_not,outside_date_window
664183,0x26925b9fbfa9c316ff1d421b74e8f7ad191134f49775354c312c2ab4bb56d888,0xb97dbc0fefabc1f7d5e0fc5680daf2471264771e44ad783f44beb0aaba4ab00a,,,SMU Mustangs vs. Boston College,72581,SMU Mustangs vs. Boston College,cfb-smu-boscol-2025-11-08,cfb-smu-boscol-2025-11-08,closed,"[{'label': 'SMU Mustangs', 'token_id': '39060541275955071728526177931114018954375365969866995419428125593023904554614', 'predexon_id': 'px-p7dqvjqx3bj2', 'price': 1.0}, {'label': 'Boston College', 'token_id': '41484714267315093900078063953852706066572768225986322049572839284406589693668', 'predexon_id': 'px-dc6p2is52wmc', 'price': 0.0}]",,,,,,,,SMU,Boston College,mixed_one_mm_one_not,not_cbb
2260360,0x94a7478259e67e8935c76c5c3249c1d7144a03aa5820078cd0d6f79c32be3a2d,0x1cc92bcfb48dc26c780ab530be1ffcb4638109a6cccc34ac0b041553bbc74d9b,,,San Francisco Giants vs. Arizona Diamondbacks,484762,San Francisco Giants vs. Arizona Diamondbacks,mlb-sf-ari-2026-05-20,mlb-sf-ari-2026-05-20,closed,"[{'label': 'San Francisco Giants', 'token_id': '4371591176123520713788705938762692354838630330394030913992586315864987237278', 'predexon_id': 'px-32stgvrkpmfn', 'price': 0.0}, {'label': 'Arizona Diamondbacks', 'token_id': '78492941693621993548041011263272430630754567191741458292049768083419385515470', 'predexon_id': 'px-7nxwtomoqgzj', 'price': 1.0}]",,,,,,,,San Francisco Giants,Arizona,mixed_one_mm_one_not,not_cbb
2292436,0x51a5ea3c02a90ef3c149d41f5409c6048eb07816acd43b7ace43749961088140,0x44ab6986bc6b1999c906b0c650c13b7807b19a7eec7a40be53f818791384cd02,,,Texas Rangers vs. Los Angeles Angels,498295,Texas Rangers vs. Los Angeles Angels,mlb-tex-laa-2026-05-24,mlb-tex-laa-2026-05-24,closed,"[{'label': 'Texas Rangers', 'token_id': '96759559198397240598741852759018584378453720152417603402263816887347073382312', 'predexon_id': 'px-zirs54xhbd67', 'price': 0.0}, {'label': 'Los Angeles Angels', 'token_id': '55257094151702435041875483784740305450890810089152502270713857142569715675125', 'predexon_id': 'px-lrcvmafvlxpq', 'price': 1.0}]",,,,,,,,Texas,Los Angeles Angels,mixed_one_mm_one_not,not_cbb
664293,0x69968f6c545afe581c4474f4986681a122d986ccde53874c94c0de2846a0804b,0xaf43d2e2277a134c699e0610718ea717f452a35adb9ee0fc442df57863ad2412,,,Texas State vs. Louisiana,72621,Texas State vs. Louisiana,cfb-txst-loulaf-2025-11-08,cfb-txst-loulaf-2025-11-08,closed,"[{'label': 'Texas State', 'token_id': '58782268610494854613686357464756193474730417578256543349478088088273599566068', 'predexon_id': 'px-bolnaxzkewao', 'price': 0.0}, {'label': 'Louisiana', 'token_id': '70189345639847139239611921360046417771400060146785301034047964679574368803466', 'predexon_id': 'px-mlqxjuytvksw', 'price': 1.0}]",,,,,,,,Texas,Louisiana,mixed_one_mm_one_not,not_cbb
532213,0x4cf8ddde57a43a5cf7cfbc590f90a2013593c8b7955603e499ea8edd80bfb33e,0x2697cf5354f16c26c49ce5c04b42bce74371c7b288ae03314f22568d49bc5154,,,Michigan State vs. Auburn,21785,Michigan State vs. Auburn,cbb-msu-aub-2025-03-30,cbb-msu-aub-2025-03-30,closed,"[{'label': 'Michigan State', 'token_id': '81391019311630991506448402970111899430818190885874670714521068879795745894054', 'predexon_id': 'px-kh3uyybivara', 'price': 0.0}, {'label': 'Auburn', 'token_id': '89740983080495933604786735653047979425511471272467831970232700903021923751606', 'predexon_id': 'px-xfbnhnxvhs6x', 'price': 1.0}]",,,,,,,,Michigan State,Auburn,mixed_one_mm_one_not,outside_date_window
652685,0x4841b309a14de1972ea872b169405cccc5fdf3ad456ca90604aed1a6603c0b35,0xdf5f40e145e0bd614255666fba42ad57d378ec7641858934adf307525cf0a97c,,,North Carolina vs. Syracuse,66560,North Carolina vs. Syracuse,cfb-ncar-syra-2025-10-31,cfb-ncar-syra-2025-10-31,closed,"[{'label': 'North Carolina', 'token_id': '5921975590215331075292052058466120910594346066997718744368743595057974095291', 'predexon_id': 'px-g6itvun6cv7t', 'price': 1.0}, {'label': 'Syracuse', 'token_id': '78875120231123503634956512412557459212966477276659891446229561916229079373891', 'predexon_id': 'px-sxlodgpabdip', 'price': 0.0}]",,,,,,,,North Carolina,Syracuse,mixed_one_mm_one_not,not_cbb
1160013,0x9f8e9f2b43d148df48d8ec25823da37051fbedcd84344aae747c6a0a1401076a,0x424324c68414069c09a403b77b12bc3abd0e3fd1a4dff8f5c1699b2bf5c3bea1,,,Iowa State Cyclones vs. Cincinnati Bearcats,157642,Iowa State Cyclones vs. Cincinnati Bearcats,cbb-iowast-cin-2026-01-17,cbb-iowast-cin-2026-01-17,closed,"[{'label': 'Iowa State Cyclones', 'token_id': '102692938530422241037521165111357157387311502785105177155184191459359472011880', 'predexon_id': 'px-znon2yirwee3', 'price': 0.0}, {'label': 'Cincinnati Bearcats', 'token_id': '25979577095025775051815842667397515597385326099177523068393708527167106576466', 'predexon_id': 'px-fogx2eqbp3l5', 'price': 1.0}]",,,,,,,,Iowa State,Cincinnati Bearcats,mixed_one_mm_one_not,outside_date_window
2132520,0xe86f6cb0275992a0047cba25323e117f404c0a328f5766f7878803385146d68d,0x63641cb833ab6f4c16023eaf99aa15f0d43300b46420fc027cf35c8cbb866d60,,,St. Louis Cardinals vs. San Diego Padres,437877,St. Louis Cardinals vs. San Diego Padres,mlb-stl-sd-2026-05-07,mlb-stl-sd-2026-05-07,closed,"[{'label': 'St. Louis Cardinals', 'token_id': '32650408953655790803966866311263113634723412181981549050983493380966522185175', 'predexon_id': 'px-kyjvhhty7ppa', 'price': 1.0}, {'label': 'San Diego Padres', 'token_id': '28568297565075007537794546553732783466613192061508962060573595945422502854993', 'predexon_id': 'px-6tgxot4asbar', 'price': 0.0}]",,,,,,,,Saint Louis,San Diego Padres,mixed_one_mm_one_not,not_cbb
997124,0xb028f44a46be5e396af42aef8a281179ca8157bd7d73af6fe5f8435188554d65,0xca0364bc18a921a52af36d7bf2da9a36940cbe5102c0eb860e48fff1bee35b3c,,,LSU vs. Houston,118103,LSU vs. Houston,cfb-lsu-hou-2025-12-27,cfb-lsu-hou-2025-12-27,closed,"[{'label': 'LSU', 'token_id': '47656223969168062463686539381429858719940365710749380537055734213566362223678', 'predexon_id': 'px-caz6eyvdlkd3', 'price': 0.0}, {'label': 'Houston', 'token_id': '108381801497004798804572301855462166750009198805460549922915723721524138318754', 'predexon_id': 'px-fb3ia6nojj5p', 'price': 1.0}]",,,,,,,,LSU,Houston,mixed_one_mm_one_not,not_cbb
687808,0x3e2a784c1dfd51474a0fde2a39ad0c11e869183a26ce79206ab3e453fc30db16,0x14d04bea30331f64f3af489307156d817b954bcc010c25cdd1629035ebdfcd87,,,Hawaii vs. UNLV,83844,Hawaii vs. UNLV,cfb-hawaii-unlv-2025-11-21,cfb-hawaii-unlv-2025-11-21,closed,"[{'label': 'Hawaii', 'token_id': '98304898673144676804584986360824051417827090647299907467128089224139436489890', 'predexon_id': 'px-4fxeq5zcbmkt', 'price': 0.0}, {'label': 'UNLV', 'token_id': '29744006485429842367376700877700416676865206097518497193866695197015120326521', 'predexon_id': 'px-kfnwpsq5gcdb', 'price': 1.0}]",,,,,,,,Hawaii,UNLV,mixed_one_mm_one_not,not_cbb
624011,0x76779f1ea78bdd607e90406656e4b7a05f64ae1572485a30775ca9562fd9d33a,0xcd0856bb9a25e84d7a1c791072786dbfcda7713fe2b69439274f3ef2ed6572b4,,,Louisiana Tech vs. Kennesaw State,55202,Louisiana Tech vs. Kennesaw State,cfb-loutch-kenest-2025-10-09,cfb-loutch-kenest-2025-10-09,closed,"[{'label': 'Louisiana Tech', 'token_id': '22146558640841655144903904057369803164355290369280359904229791311049056087411', 'predexon_id': 'px-25yvnxmalouc', 'price': 0.0}, {'label': 'Kennesaw State', 'token_id': '24573589121195271679212201187166968194551291474089530510731433977249879504406', 'predexon_id': 'px-wv2d5vnftyo7', 'price': 1.0}]",,,,,,,,Louisiana Tech,Kennesaw State,mixed_one_mm_one_not,not_cbb
673133,0x5907554a7142584ce4e6c6113b1c17a60fe56607dbf203d5d6334f2bed55ec80,0x8ca9514b921a814c3f1256640a0f9f830e938103e5317c16cc12c56cbaaa5c79,,,Ohio vs. Western Michigan,77148,Ohio vs. Western Michigan,cfb-ohio-wmich-2025-11-11,cfb-ohio-wmich-2025-11-11,closed,"[{'label': 'Ohio', 'token_id': '60577097076938557199716840459874470438674051356905581681778522155830101947398', 'predexon_id': 'px-g72x4ggcqlk7', 'price': 0.0}, {'label': 'Western Michigan', 'token_id': '70606722543297919046927730119477924240618528547356603429667662618954622224781', 'predexon_id': 'px-nrmv62747er2', 'price': 1.0}]",,,,,,,,Ohio,Michigan,mixed_one_mm_one_not,not_cbb
518479,0x0dad90cd38c25a89c0a602601b150058eaa778c90c569471ca26bc26b4ea1c80,0xff9effe108b753b33b9a6dd756cf6ecb83e857de661dfe3b87f36775e1057c08,,,Ohio State vs. Notre Dame,16728,Ohio State vs. Notre Dame,cfb-ohst-ndame-2025-01-20,cfb-ohst-ndame-2025-01-20,closed,"[{'label': 'Ohio State', 'token_id': '65488610322305829337536702888155111983178430906338659918284764422392927742600', 'predexon_id': 'px-treplaxpqxrv', 'price': 1.0}, {'label': 'Notre Dame', 'token_id': '9368699244009394501571792892974331020216584131674857592284497129303366885065', 'predexon_id': 'px-3jvpddhxr35x', 'price': 0.0}]",,,,,,,,Ohio State,Notre Dame,mixed_one_mm_one_not,not_cbb
2022787,0xfab7826489d4fb5b8fe950beeabc0680a1ad5044d2356dd59f9f8513721fbec1,0xcdd1d159b7bb5cb7f23b2a16b30650f2227dd06736d2a2de218d4dbab6d00d2b,,,Athletics vs. Texas Rangers,395661,Athletics vs. Texas Rangers,mlb-oak-tex-2026-04-25,mlb-oak-tex-2026-04-25,closed,"[{'label': 'Athletics', 'token_id': '78250458222025839179458794716914598728282053957044234541387351758113066038817', 'predexon_id': 'px-qzf4xqdxbymv', 'price': 0.0}, {'label': 'Texas Rangers', 'token_id': '19234791934045947495766541351767888136139199993335495892172269649249212580664', 'predexon_id': 'px-pt2duyts6cod', 'price': 1.0}]",,,,,,,,Athletics,Texas,mixed_one_mm_one_not,not_cbb
641970,0x434f2686307cacbfe3fe1ede62ec6fb4d8106ec0d1e848fa198d51603127bced,0x47408f2aef320a4dfafcda98cbe0691c54c9d6ad8101d9211c9a54d2f385370d,,,Texas A&M vs. LSU,62629,Texas A&M vs. LSU,cfb-txam-lsu-2025-10-25,cfb-txam-lsu-2025-10-25,closed,"[{'label': 'Texas A&M', 'token_id': '40641881592768586937896402140205308527865533951893380704029325825733209808128', 'predexon_id': 'px-t6rn2ye33iuv', 'price': 1.0}, {'label': 'LSU', 'token_id': '14701374384188638218845973322430946761039383144845992474199101230251170255547', 'predexon_id': 'px-6qdy7jvvtqdo', 'price': 0.0}]",,,,,,,,Texas A&M,LSU,mixed_one_mm_one_not,not_cbb
2443678,0x08a40aba4b5a9ab0524847c9b5c4ba280563602942498fba87aa2a2bd02076b7,0x0e50ba13514211def77cc86985cf9e7d2aed2d849655149cf7c01a17f882d432,,,Arizona Diamondbacks vs. Miami Marlins,562079,Arizona Diamondbacks vs. Miami Marlins,mlb-ari-mia-2026-06-11,mlb-ari-mia-2026-06-11,closed,"[{'label': 'Arizona Diamondbacks', 'token_id': '52400516528562488212999320520240794256334452554750730214523547186042344683368', 'predexon_id': 'px-oitvkgaqjzop', 'price': 0.0}, {'label': 'Miami Marlins', 'token_id': '5878139993286370954421108290809311473147690078027696558974398517790752709044', 'predexon_id': 'px-mtyzdsgpk4rt', 'price': 1.0}]",,,,,,,,Arizona,Miami Marlins,mixed_one_mm_one_not,not_cbb
2312565,0x72d3c68f6e2536f68686eff0c7b60d8adb2f2d178ce72189448d8875318c7c14,0x6bffea14a11a315652859c533cc1853593f4fa0fb67f5a09f4b612b132a17ff9,,,St. Louis Cardinals vs. Milwaukee Brewers,505995,St. Louis Cardinals vs. Milwaukee Brewers,mlb-stl-mil-2026-05-26,mlb-stl-mil-2026-05-26,closed,"[{'label': 'St. Louis Cardinals', 'token_id': '80479669449486131563398220689002491889062687873376385707803373587645059853468', 'predexon_id': 'px-qc5coxjms3ex', 'price': 0.0}, {'label': 'Milwaukee Brewers', 'token_id': '105706404408875720325080999950128290891746484535937013553330709754572159059389', 'predexon_id': 'px-5h66t44aumlk', 'price': 1.0}]",,,,,,,,Saint Louis,Milwaukee Brewers,mixed_one_mm_one_not,not_cbb
